x,y
2.2483570765056164,1.9308678494144076
2.3238442690503462,2.761514928204013
1.882923312638332,1.8829315215254097
2.7896064077536957,2.3837173645764542
1.765262807032524,2.2712800217929825
1.7682911535937689,1.7671351232148715
2.1209811357830173,1.043359877671101
1.1375410837434836,1.7188562353795136
1.4935844398327882,2.157123666297637
1.5459879622393946,1.2938481493323541
2.732824384460777,1.887111849756732
2.033764102343962,1.2876259068932716
1.7278086377374087,2.055461294854933
1.4245032112888487,2.1878490091728358
1.6996806550405976,1.8541531251033616
1.6991466938853015,2.926139092254469
1.993251387631033,1.4711445355220498
2.4112724560515946,1.3895781750144889
2.104431797502378,1.020164938060112
1.3359069755507846,2.0984306179345618
2.3692332899977053,2.085684140594985
1.9421758588058797,1.8494481522053556
1.2607390048162863,1.6400778958026456
1.7696806145201063,2.5285611131094576
2.1718091447842305,1.118479922318633
2.1620419846973977,1.8074588597918417
1.6615389998470207,2.305838144420434
2.5154997612479755,2.4656400595580994
1.5803912383886807,1.8453938120743927
2.165631715701782,2.4877725635611796
1.760412881077355,1.9071705116680915
1.446832512996986,1.4018966879596646
2.406262911197099,2.6781200142854114
1.963994939209833,2.501766448946012
2.180818012523817,1.6774401226974378
2.180697802754207,2.7690182832329846
1.9820869804450243,2.782321827907003
0.6901274479551278,2.410951252187612
2.043523534119086,1.8504963247670663
2.045880388267751,1.0062155426995536
1.890164056081244,2.178556285755873
2.738947022370758,1.7408648908631763
1.5957531985534061,1.7491214782077318
2.457701058851037,2.1643755548298422
1.7351198981164806,2.256633716556678
2.0485387746740202,2.4843224952664444
1.6489734530613238,1.8361689267011159
1.8039459234339212,1.2682425259339407
2.148060138532288,2.1305276360899446
2.0025567283212307,1.8827064333124266
1.2923146289747929,1.7896773386173206
1.8286427417366153,1.5988613653891905
1.9193571441669954,2.202025428407269
2.943092950605265,2.0872889064159197
2.1287751953613823,1.9627770421169164
1.0406143923504794,1.9867430622753917
2.030115104970513,3.231621056242643
1.9038195176094388,2.150773671166806
1.9826441151473784,1.4156609811902339
2.5714114072575103,2.375966516343387
2.3955159735215235,1.5453062726026305
2.7013971554680496,1.2990744686038596
2.293428546900135,3.095227812904989
1.5047318374346559,1.716851135198614
2.049825682543821,1.7482621729419003
1.2246682844669337,2.0342814874030135
1.4688481431369476,2.236796215317591
1.5402878828830984,2.77496720250877
1.6083733538318814,1.8389692418971622
2.406758608684835,1.3845678417830225
2.113729967302065,2.653571377141214
1.1962583827193862,2.0923169292661523
2.129941397124212,2.390911435888655
1.381524644560959,1.3397716934578618
2.2609707828084487,2.148492336616593
2.1252464251729384,2.173224104748488
1.6599876392107547,2.116126848580502
2.146536236649341,1.642824290986816
2.9328872555723784,2.2369164604558938
1.4043482513986758,2.328276804316915
1.5126591648863392,2.393542301871226
2.579297789503702,1.5896588408241448
2.481688064622161,2.206390463468249
2.411030079997245,2.9483964913269736
1.8773059419985647,1.6231319178212553
1.5552427851872384,1.5920948575172809
1.961449145292948,2.170575987408322
2.1383453996650097,2.413591624518012
2.0065009459389533,2.726767038578658
1.867671583381022,3.3600845832948094
2.312833673882503,1.5714212217918586
1.464553750969444,2.2412362076215926
1.8882686073370745,2.357000247046046
2.2366188122867725,1.9635855436715637
1.5766031409657975,1.2425763876570677
1.7767425239664894,2.428199397161736
2.107046872065102,1.377130610644006
2.086590462925591,2.1926586898644183
1.5580712818994336,2.076862552972764
2.029104359223,1.4285148510846883
6.178893680174141,6.280392263184117
6.541525621587638,6.526901026017452
5.311165316021454,5.531087480042439
6.25751763360433,6.256892975456104
6.257523843153024,7.92636574532736
6.285445255346583,6.567782820090299
6.477000881746601,6.325695625652899
5.842365377679827,6.379484610246633
5.613587392731214,5.881590696629996
5.757318226085448,6.040937069693161
7.157329283336754,5.066367403704126
6.343130095187257,5.193642064405174
5.764034067105284,6.544475298483683
6.0321400095477316,5.461127611035347
5.642348145370016,6.339798874467338
5.634816684141431,6.108229294790988
6.0227859199519065,5.674199826197092
7.071972044662663,6.316959511159006
4.987428706671197,6.093227157384714
5.669106767615806,6.426216667398112
5.603739630783649,5.94263177926655
6.252493639490228,6.432877597085061
5.399851796472112,5.832749382079526
5.762527344419522,5.673335383713144
6.882727120140548,6.202490855480478
5.369558022832478,6.458930973527388
7.061078098506316,6.5162326302755735
5.2403150170229935,5.757882963566875
6.633455574593311,5.64616526719061
6.2219097140731146,6.387317026714668
5.536534764210958,5.9702373219691
4.379366329965464,5.487806179332855
5.87371592430342,5.376108409017576
6.816205651965817,5.284929311019684
5.779977756651508,6.065370288643046
6.720636644533058,5.2820689244102805
6.58158187607748,6.0051165305097935
5.509245674476024,6.231051737131636
6.0995298477867355,5.6998915614206025
6.03490104249501,5.80734320156912
6.056758672625624,6.331065337260523
6.7930084080726765,5.381092250586575
7.066516687328133,5.023956100238749
5.924107452482208,6.2941586032422885
6.140495933867516,5.688650240089703
5.895938874821362,5.753499532670584
5.705317621527894,6.4248010485105125
6.178507742982523,5.653545202369673
6.449799937716626,6.153649760438305
6.40643105941948,6.314814420961806
5.5855024945389635,5.719909479901515
6.373646802561631,6.3051851327167325
5.989549203017926,6.058663691654391
6.638832447894212,5.704214305582085
6.273548690585019,5.898903673783053
5.89115939838639,6.549388425993595
6.412708174494015,6.406754818000319
6.652739403577165,6.010501920816379
6.340976485647482,5.844866621703272
6.162083176244221,5.934928472816158
6.048497982496359,6.297578512718457
5.590889658383264,7.04619363784273
5.496991309250149,5.392905693606134
6.579055436750034,6.395831346981468
6.312059908526077,6.31417275463214
5.993876613576543,5.551372814257085
6.037902279096863,5.661419144243944
6.487559866708875,5.926471309248931
5.587251401603744,5.839307079173503
6.206465727137812,5.718137723598012
5.5888898022167846,6.121843605745956
6.122483285554361,5.746528412314435
5.764480847190838,6.116024968678818
5.275957829251338,5.296268112811722
5.640777889373782,5.8932764241440765
6.155453782799002,6.737678108474776
6.42882981160101,5.920030735018287
5.990491896048655,5.498735317681096
5.990743432003805,5.855670680539931
6.161359280169044,5.586384528223839
6.259673257120586,6.766369456501289
5.945619925771571,6.200855861049471
6.345071995855556,5.799389764057082
6.112046240905208,6.0062962003908975
6.048838049274416,5.613495108072267
6.012255087129471,6.248999145622725
6.7255718038975205,6.479635413042604
7.076591228755778,5.616326218555975
6.436160318360339,6.091671002869176
7.094901466608836,5.595850857322424
5.580139078909612,5.700303677277989
4.938052137845096,5.73712248915962
5.620433669223151,6.075196893238104
6.17087798788858,6.938085419607943
6.4752119190930255,5.711548172168799
5.550792664325821,6.245959585753253
5.339883396489679,6.915729382927177
6.589720060360643,5.765412173947648
5.143432735454561,6.676936187082706
5.942730077373691,6.61890815598673
9.202786170602817,1.7003124885231136
10.002621849859091,2.023490296882371
9.774967264260377,2.3114249661737496
9.466189785308703,1.9288102574893533
10.060147815855949,2.2572194170293747
10.355807439044446,1.4376789540810653
9.232942914632188,2.6388384109492544
10.166157005989795,1.6257567317217232
10.775575987761261,2.0578373171464293
10.589648592031914,2.0337592407050544
11.030373962440994,2.877670421221602
9.875517925760462,2.4857854754771775
10.322687974792574,2.6843157787661744
9.517538269709949,2.3430257299992197
10.529212243424794,1.1206302567884427
9.408370743667113,0.9803839111199497
9.865296582777722,2.358771127897981
10.751178526048013,2.037047390209888
10.814307772785646,1.3099492708925542
9.148308780322422,1.9722261505516907
10.192032724469653,1.9836526259529534
8.966278949980062,1.9554399802436058
9.347765249747573,2.3348362744150193
10.183299123048425,1.5300601068363224
